Age,Gender,Education Level,Job Title,Years of Experience,Salary
27.0,Male,Bachelor's Degree,Junior Data Analyst,2.0,36063
29.0,Female,Bachelor's Degree,Manager,3.0,40545
35.0,Male,PhD,Senior Data Scientist,10.0,77645
26.0,Female,Bachelor's Degree,Junior Software Engineer,1.0,37433
28.0,Female,Bachelor's Degree,Junior Software Engineer,2.0,38617
36.0,Male,Master's Degree,Principal Data Scientist,18.0,377596
30.0,Female,Bachelor's Degree,Marketing Specialist,3.0,23235
32.0,Male,Bachelor's Degree,Manager,6.0,46842
39.0,Female,PhD,Principal Data Scientist,13.0,86487
26.0,Male,High School,Sales Associate,2.0,32075
33.0,Female,Master's Degree,Lead Software Engineer,12.0,227687
28.0,Male,Bachelor's Degree,Data Analyst,3.0,38298
30.0,Female,Bachelor's Degree,Manager,4.0,38040
36.0,Male,PhD,Principal Data Scientist,11.0,89520
27.0,Female,Bachelor's Degree,Junior Software Engineer,2.0,39600
34.0,Male,Master's Degree,Principal Data Scientist,18.0,430080
30.0,Female,Bachelor's Degree,Marketing Specialist,3.0,23030
32.0,Male,Bachelor's Degree,Manager,6.0,46881
39.0,Female,PhD,Principal Data Scientist,13.0,93272
26.0,Male,High School,Sales Associate,2.0,30306
33.0,Female,Master's Degree,Lead Software Engineer,12.0,223060
28.0,Male,Bachelor's Degree,Data Analyst,3.0,38160
30.0,Female,Bachelor's Degree,Manager,4.0,40333
36.0,Male,PhD,Principal Data Scientist,11.0,80854
27.0,Female,Bachelor's Degree,Junior Software Engineer,2.0,36526
34.0,Male,Master's Degree,Principal Data Scientist,18.0,402080
30.0,Female,Bachelor's Degree,Marketing Specialist,3.0,20934
32.0,Male,Bachelor's Degree,Manager,6.0,52067
39.0,Female,PhD,Principal Data Scientist,13.0,99918
26.0,Male,High School,Sales Associate,2.0,34796
33.0,Female,Master's Degree,Lead Software Engineer,12.0,234455
28.0,Male,Bachelor's Degree,Data Analyst,3.0,42833
30.0,Female,Bachelor's Degree,Manager,4.0,39442
36.0,Male,PhD,Principal Data Scientist,11.0,89786
27.0,Female,Bachelor's Degree,Junior Software Engineer,2.0,36157
34.0,Male,Master's Degree,Principal Data Scientist,18.0,411283
30.0,Female,Bachelor's Degree,Marketing Specialist,3.0,23499
32.0,Male,Bachelor's Degree,Manager,6.0,52399
39.0,Female,PhD,Principal Data Scientist,13.0,91904
26.0,Male,High School,Sales Associate,2.0,32302
33.0,Female,Master's Degree,Lead Software Engineer,12.0,266203
28.0,Male,Bachelor's Degree,Data Analyst,3.0,41235
30.0,Female,Bachelor's Degree,Manager,4.0,36877
36.0,Male,PhD,Principal Data Scientist,11.0,85326
27.0,Female,Bachelor's Degree,Junior Software Engineer,2.0,42803
34.0,Male,Master's Degree,Principal Data Scientist,18.0,423479
30.0,Female,Bachelor's Degree,Marketing Specialist,3.0,21220
32.0,Male,Bachelor's Degree,Manager,6.0,52520
39.0,Female,PhD,Principal Data Scientist,13.0,88728
26.0,Male,High School,Sales Associate,2.0,29114
33.0,Female,Master's Degree,Lead Software Engineer,12.0,231653
28.0,Male,Bachelor's Degree,Data Analyst,3.0,39655
30.0,Female,Bachelor's Degree,Manager,4.0,39113
36.0,Male,PhD,Principal Data Scientist,11.0,85354
27.0,Female,Bachelor's Degree,Junior Software Engineer,2.0,40030
34.0,Male,Master's Degree,Principal Data Scientist,18.0,405341
30.0,Female,Bachelor's Degree,Marketing Specialist,3.0,22513
32.0,Male,Bachelor's Degree,Manager,6.0,46808
39.0,Female,PhD,Principal Data Scientist,13.0,93050
26.0,Male,High School,Sales Associate,2.0,34203
33.0,Female,Master's Degree,Lead Software Engineer,12.0,243167
28.0,Male,Bachelor's Degree,Data Analyst,3.0,37479
30.0,Female,Bachelor's Degree,Manager,4.0,37295
36.0,Male,PhD,Principal Data Scientist,11.0,91492
27.0,Female,Bachelor's Degree,Junior Software Engineer,2.0,41457
34.0,Male,Master's Degree,Principal Data Scientist,18.0,425814
30.0,Female,Bachelor's Degree,Marketing Specialist,3.0,20444
32.0,Male,Bachelor's Degree,Manager,6.0,48020
39.0,Female,PhD,Principal Data Scientist,13.0,101725
26.0,Male,High School,Sales Associate,2.0,28996
33.0,Female,Master's Degree,Lead Software Engineer,12.0,226553
28.0,Male,Bachelor's Degree,Data Analyst,3.0,36352
30.0,Female,Bachelor's Degree,Manager,4.0,43860
36.0,Male,PhD,Principal Data Scientist,11.0,80775
27.0,Female,Bachelor's Degree,Junior Software Engineer,2.0,42325
34.0,Male,Master's Degree,Principal Data Scientist,18.0,416187
30.0,Female,Bachelor's Degree,Marketing Specialist,3.0,20654
32.0,Male,Bachelor's Degree,Manager,6.0,49474
39.0,Female,PhD,Principal Data Scientist,13.0,88888
26.0,Male,High School,Sales Associate,2.0,30660
33.0,Female,Master's Degree,Lead Software Engineer,12.0,225157
28.0,Male,Bachelor's Degree,Data Analyst,3.0,43550
30.0,Female,Bachelor's Degree,Manager,4.0,38894
36.0,Male,PhD,Principal Data Scientist,11.0,83693
27.0,Female,Bachelor's Degree,Junior Software Engineer,2.0,37996
34.0,Male,Master's Degree,Principal Data Scientist,18.0,375004
30.0,Female,Bachelor's Degree,Marketing Specialist,3.0,22820
32.0,Male,Bachelor's Degree,Manager,6.0,48881
39.0,Female,PhD,Principal Data Scientist,13.0,90779
26.0,Male,High School,Sales Associate,2.0,30438
33.0,Female,Master's Degree,Lead Software Engineer,12.0,243798
28.0,Male,Bachelor's Degree,Data Analyst,3.0,40121
30.0,Female,Bachelor's Degree,Manager,4.0,38306
36.0,Male,PhD,Principal Data Scientist,11.0,80370
27.0,Female,Bachelor's Degree,Junior Software Engineer,2.0,39615
34.0,Male,Master's Degree,Principal Data Scientist,18.0,430388
30.0,Female,Bachelor's Degree,Marketing Specialist,3.0,24517
32.0,Male,Bachelor's Degree,Manager,6.0,48409
39.0,Female,PhD,Principal Data Scientist,13.0,92425
26.0,Male,High School,Sales Associate,2.0,29571
33.0,Female,Master's Degree,Lead Software Engineer,12.0,219775
28.0,Male,Bachelor's Degree,Data Analyst,3.0,38345
30.0,Female,Bachelor's Degree,Manager,4.0,42215
36.0,Male,PhD,Principal Data Scientist,11.0,76248
27.0,Female,Bachelor's Degree,Junior Software Engineer,2.0,38402
34.0,Male,Master's Degree,Principal Data Scientist,18.0,426228
30.0,Female,Bachelor's Degree,Marketing Specialist,3.0,22371
32.0,Male,Bachelor's Degree,Manager,6.0,51402
39.0,Female,PhD,Principal Data Scientist,13.0,91529
26.0,Male,High School,Sales Associate,2.0,33593
33.0,Female,Master's Degree,Lead Software Engineer,12.0,239287
28.0,Male,Bachelor's Degree,Data Analyst,3.0,42854
30.0,Female,Bachelor's Degree,Manager,4.0,38114
36.0,Male,PhD,Principal Data Scientist,11.0,83099
27.0,Female,Bachelor's Degree,Junior Software Engineer,2.0,43793
34.0,Male,Master's Degree,Principal Data Scientist,18.0,368906
30.0,Female,Bachelor's Degree,Marketing Specialist,3.0,23716
32.0,Male,Bachelor's Degree,Manager,6.0,45019
39.0,Female,PhD,Principal Data Scientist,13.0,91833
26.0,Male,High School,Sales Associate,2.0,29934
33.0,Female,Master's Degree,Lead Software Engineer,12.0,248716
28.0,Male,Bachelor's Degree,Data Analyst,3.0,41293
30.0,Female,Bachelor's Degree,Manager,4.0,39830
36.0,Male,PhD,Principal Data Scientist,11.0,76536
27.0,Female,Bachelor's Degree,Junior Software Engineer,2.0,40843
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,50705
28.0,Female,Master's Degree,Senior Manager,7.5,132483
34.0,Male,PhD,Senior Director,20.0,105881
31.0,Male,Bachelor's Degree,Sales Director,18.0,69867
24.0,Female,High School,Sales Representative,2.5,17562
29.0,Male,Bachelor's Degree,Manager,6.0,50746
27.0,Female,Master's Degree,Manager,4.0,60048
33.0,Male,PhD,Sales Director,18.0,118611
21.0,Female,High School,Sales Associate,0.0,24017
36.0,Male,Bachelor's Degree,Sales Manager,8.0,127654
25.0,Female,Bachelor's Degree,Senior Manager,7.5,98630
30.0,Male,Master's Degree,Director,15.0,240426
28.0,Female,PhD,Senior Director,20.0,114560
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,49858
28.0,Female,Master's Degree,Senior Manager,7.5,124617
34.0,Male,PhD,Senior Director,20.0,105737
31.0,Male,Bachelor's Degree,Sales Director,18.0,78235
24.0,Female,High School,Sales Representative,2.5,18681
29.0,Male,Bachelor's Degree,Manager,6.0,49254
27.0,Female,Master's Degree,Manager,4.0,61833
33.0,Male,PhD,Sales Director,18.0,97484
21.0,Female,High School,Sales Associate,0.0,25696
36.0,Male,Bachelor's Degree,Sales Manager,8.0,119497
25.0,Female,Bachelor's Degree,Senior Manager,7.5,93935
30.0,Male,Master's Degree,Director,15.0,230014
28.0,Female,PhD,Senior Director,20.0,116170
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,45117
28.0,Female,Master's Degree,Senior Manager,7.5,127664
34.0,Male,PhD,Senior Director,20.0,114801
31.0,Male,Bachelor's Degree,Sales Director,18.0,67750
24.0,Female,High School,Sales Representative,2.5,19198
29.0,Male,Bachelor's Degree,Manager,6.0,50406
27.0,Female,Master's Degree,Manager,4.0,54854
33.0,Male,PhD,Sales Director,18.0,112683
21.0,Female,High School,Sales Associate,0.0,27070
36.0,Male,Bachelor's Degree,Sales Manager,8.0,105850
25.0,Female,Bachelor's Degree,Senior Manager,7.5,84738
30.0,Male,Master's Degree,Director,15.0,213170
28.0,Female,PhD,Senior Director,20.0,104684
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,52116
28.0,Female,Master's Degree,Senior Manager,7.5,125968
34.0,Male,PhD,Senior Director,20.0,117439
31.0,Male,Bachelor's Degree,Sales Director,18.0,72646
24.0,Female,High School,Sales Representative,2.5,18953
29.0,Male,Bachelor's Degree,Manager,6.0,46636
27.0,Female,Master's Degree,Manager,4.0,62578
33.0,Male,PhD,Sales Director,18.0,108769
21.0,Female,High School,Sales Associate,0.0,27747
36.0,Male,Bachelor's Degree,Sales Manager,8.0,111975
25.0,Female,Bachelor's Degree,Senior Manager,7.5,92241
30.0,Male,Master's Degree,Director,15.0,228446
28.0,Female,PhD,Senior Director,20.0,111620
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,49542
28.0,Female,Master's Degree,Senior Manager,7.5,110285
34.0,Male,PhD,Senior Director,20.0,103857
31.0,Male,Bachelor's Degree,Sales Director,18.0,72755
24.0,Female,High School,Sales Representative,2.5,19454
29.0,Male,Bachelor's Degree,Manager,6.0,50893
27.0,Female,Master's Degree,Manager,4.0,55266
33.0,Male,PhD,Sales Director,18.0,114318
21.0,Female,High School,Sales Associate,0.0,23446
36.0,Male,Bachelor's Degree,Sales Manager,8.0,111363
25.0,Female,Bachelor's Degree,Senior Manager,7.5,95920
30.0,Male,Master's Degree,Director,15.0,219045
28.0,Female,PhD,Senior Director,20.0,116213
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,46827
28.0,Female,Master's Degree,Senior Manager,7.5,133148
34.0,Male,PhD,Senior Director,20.0,106321
31.0,Male,Bachelor's Degree,Sales Director,18.0,68970
24.0,Female,High School,Sales Representative,2.5,17750
29.0,Male,Bachelor's Degree,Manager,6.0,52026
27.0,Female,Master's Degree,Manager,4.0,53640
33.0,Male,PhD,Sales Director,18.0,97580
21.0,Female,High School,Sales Associate,0.0,26795
36.0,Male,Bachelor's Degree,Sales Manager,8.0,120981
25.0,Female,Bachelor's Degree,Senior Manager,7.5,88645
30.0,Male,Master's Degree,Director,15.0,216923
28.0,Female,PhD,Senior Director,20.0,100762
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,49491
28.0,Female,Master's Degree,Senior Manager,7.5,113026
34.0,Male,PhD,Senior Director,20.0,113041
31.0,Male,Bachelor's Degree,Sales Director,18.0,76260
24.0,Female,High School,Sales Representative,2.5,16700
29.0,Male,Bachelor's Degree,Manager,6.0,44353
27.0,Female,Master's Degree,Manager,4.0,57555
33.0,Male,PhD,Sales Director,18.0,111247
21.0,Female,High School,Sales Associate,0.0,23173
36.0,Male,Bachelor's Degree,Sales Manager,8.0,123660
25.0,Female,Bachelor's Degree,Senior Manager,7.5,102711
30.0,Male,Master's Degree,Director,15.0,209882
28.0,Female,PhD,Senior Director,20.0,104247
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,51173
28.0,Female,Master's Degree,Senior Manager,7.5,124358
34.0,Male,PhD,Senior Director,20.0,105808
31.0,Male,Bachelor's Degree,Sales Director,18.0,65371
24.0,Female,High School,Sales Representative,2.5,17000
29.0,Male,Bachelor's Degree,Manager,6.0,49583
27.0,Female,Master's Degree,Manager,4.0,62924
33.0,Male,PhD,Sales Director,18.0,116226
21.0,Female,High School,Sales Associate,0.0,25496
36.0,Male,Bachelor's Degree,Sales Manager,8.0,107456
25.0,Female,Bachelor's Degree,Senior Manager,7.5,88132
30.0,Male,Master's Degree,Director,15.0,232158
28.0,Female,PhD,Senior Director,20.0,98774
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,47914
28.0,Female,Master's Degree,Senior Manager,7.5,131652
34.0,Male,PhD,Senior Director,20.0,108238
31.0,Male,Bachelor's Degree,Sales Director,18.0,77606
24.0,Female,High School,Sales Representative,2.5,18249
29.0,Male,Bachelor's Degree,Manager,6.0,44817
27.0,Female,Master's Degree,Manager,4.0,62893
33.0,Male,PhD,Sales Director,18.0,113950
21.0,Female,High School,Sales Associate,0.0,23933
36.0,Male,Bachelor's Degree,Sales Manager,8.0,116138
25.0,Female,Bachelor's Degree,Senior Manager,7.5,98508
30.0,Male,Master's Degree,Director,15.0,220675
28.0,Female,PhD,Senior Director,20.0,102720
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,47438
28.0,Female,Master's Degree,Senior Manager,7.5,123022
34.0,Male,PhD,Senior Director,20.0,116374
31.0,Male,Bachelor's Degree,Sales Director,18.0,71618
24.0,Female,High School,Sales Representative,2.5,17605
29.0,Male,Bachelor's Degree,Manager,6.0,46160
27.0,Female,Master's Degree,Manager,4.0,58625
22.0,Female,High School,Sales Representative,2.5,16414
45.0,Male,Bachelor's Degree,Director,15.0,183091
31.0,Female,Master's Degree,Senior Manager,8.0,89346
28.0,Male,Bachelor's Degree,Manager,4.0,41410
29.0,Male,Bachelor's Degree,Senior Product Marketing Manager,6.0,50817
35.0,Female,PhD,Senior Director,20.0,117448
27.0,Male,High School,Sales Representative,3.0,25566
33.0,Female,Bachelor's Degree,Senior Manager,7.5,85091
30.0,Male,Master's Degree,Director,15.0,227359
25.0,Female,Bachelor's Degree,Senior Manager,7.5,87213
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,48639
29.0,Female,Master's Degree,Manager,4.0,53834
34.0,Male,PhD,Senior Director,20.0,98429
31.0,Male,Bachelor's Degree,Sales Director,18.0,68028
24.0,Female,High School,Sales Representative,2.5,18770
29.0,Male,Bachelor's Degree,Manager,6.0,45435
27.0,Female,Master's Degree,Manager,4.0,53401
33.0,Male,PhD,Sales Director,18.0,118004
21.0,Female,High School,Sales Associate,0.0,24952
36.0,Male,Bachelor's Degree,Sales Manager,8.0,121641
25.0,Female,Bachelor's Degree,Senior Manager,7.5,99582
30.0,Male,Master's Degree,Director,15.0,208113
28.0,Female,PhD,Senior Director,20.0,117198
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,50557
28.0,Female,Master's Degree,Senior Manager,7.5,130084
34.0,Male,PhD,Senior Director,20.0,105627
31.0,Male,Bachelor's Degree,Sales Director,18.0,70182
24.0,Female,High School,Sales Representative,2.5,18738
29.0,Male,Bachelor's Degree,Manager,6.0,48396
27.0,Female,Master's Degree,Manager,4.0,56758
33.0,Male,PhD,Sales Director,18.0,110922
21.0,Female,High School,Sales Associate,0.0,26383
36.0,Male,Bachelor's Degree,Sales Manager,8.0,116661
25.0,Female,Bachelor's Degree,Senior Manager,7.5,100171
30.0,Male,Master's Degree,Director,15.0,235084
28.0,Female,PhD,Senior Director,20.0,109884
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,50844
28.0,Female,Master's Degree,Senior Manager,7.5,114682
34.0,Male,PhD,Senior Director,20.0,101792
31.0,Male,Bachelor's Degree,Sales Director,18.0,70514
24.0,Female,High School,Sales Representative,2.5,19625
29.0,Male,Bachelor's Degree,Manager,6.0,43288
27.0,Female,Master's Degree,Manager,4.0,55799
33.0,Male,PhD,Sales Director,18.0,112469
21.0,Female,High School,Sales Associate,0.0,23142
36.0,Male,Bachelor's Degree,Sales Manager,8.0,115470
25.0,Female,Bachelor's Degree,Senior Manager,7.5,87587
30.0,Male,Master's Degree,Director,15.0,228205
28.0,Female,PhD,Senior Director,20.0,110741
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,50478
28.0,Female,Master's Degree,Senior Manager,7.5,110067
34.0,Male,PhD,Senior Director,20.0,114652
31.0,Male,Bachelor's Degree,Sales Director,18.0,71661
24.0,Female,High School,Sales Representative,2.5,18927
29.0,Male,Bachelor's Degree,Manager,6.0,50429
27.0,Female,Master's Degree,Manager,4.0,52854
33.0,Male,PhD,Sales Director,18.0,115351
21.0,Female,High School,Sales Associate,0.0,25461
36.0,Male,Bachelor's Degree,Sales Manager,8.0,107077
25.0,Female,Bachelor's Degree,Senior Manager,7.5,101807
30.0,Male,Master's Degree,Director,15.0,246758
28.0,Female,PhD,Senior Director,20.0,106367
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,46335
28.0,Female,Master's Degree,Senior Manager,7.5,131075
34.0,Male,PhD,Senior Director,20.0,108400
31.0,Male,Bachelor's Degree,Sales Director,18.0,77983
24.0,Female,High School,Sales Representative,2.5,16712
29.0,Male,Bachelor's Degree,Manager,6.0,43974
27.0,Female,Master's Degree,Manager,4.0,56095
33.0,Male,PhD,Sales Director,18.0,112052
21.0,Female,High School,Sales Associate,0.0,27668
36.0,Male,Bachelor's Degree,Sales Manager,8.0,108559
25.0,Female,Bachelor's Degree,Senior Manager,7.5,91831
30.0,Male,Master's Degree,Director,15.0,210603
28.0,Female,PhD,Senior Director,20.0,104821
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,46671
28.0,Female,Master's Degree,Senior Manager,7.5,126888
34.0,Male,PhD,Senior Director,20.0,110585
31.0,Male,Bachelor's Degree,Sales Director,18.0,69832
24.0,Female,High School,Sales Representative,2.5,19115
29.0,Male,Bachelor's Degree,Manager,6.0,44662
27.0,Female,Master's Degree,Manager,4.0,53131
33.0,Male,PhD,Sales Director,18.0,114796
21.0,Female,High School,Sales Associate,0.0,26961
36.0,Male,Bachelor's Degree,Sales Manager,8.0,120096
25.0,Female,Bachelor's Degree,Senior Manager,7.5,100231
30.0,Male,Master's Degree,Director,15.0,206511
28.0,Female,PhD,Senior Director,20.0,99146
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,45596
28.0,Female,Master's Degree,Senior Manager,7.5,127947
34.0,Male,PhD,Senior Director,20.0,111788
31.0,Male,Bachelor's Degree,Sales Director,18.0,76143
24.0,Female,High School,Sales Representative,2.5,19149
29.0,Male,Bachelor's Degree,Manager,6.0,45227
27.0,Female,Master's Degree,Manager,4.0,56844
33.0,Male,PhD,Sales Director,18.0,110690
21.0,Female,High School,Sales Associate,0.0,23105
36.0,Male,Bachelor's Degree,Sales Manager,8.0,116577
25.0,Female,Bachelor's Degree,Senior Manager,7.5,88647
30.0,Male,Master's Degree,Director,15.0,235950
28.0,Female,PhD,Senior Director,20.0,98172
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,45486
28.0,Female,Master's Degree,Senior Manager,7.5,113560
34.0,Male,PhD,Senior Director,20.0,114287
31.0,Male,Bachelor's Degree,Sales Director,18.0,68109
24.0,Female,High School,Sales Representative,2.5,17212
29.0,Male,Bachelor's Degree,Manager,6.0,50667
27.0,Female,Master's Degree,Manager,4.0,57616
33.0,Male,PhD,Sales Director,18.0,116193
21.0,Female,High School,Sales Associate,0.0,26793
36.0,Male,Bachelor's Degree,Sales Manager,8.0,126451
25.0,Female,Bachelor's Degree,Senior Manager,7.5,90199
30.0,Male,Master's Degree,Director,15.0,214879
28.0,Female,PhD,Senior Director,20.0,97302
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,51136
28.0,Female,Master's Degree,Senior Manager,7.5,116714
34.0,Male,PhD,Senior Director,20.0,111331
31.0,Male,Bachelor's Degree,Sales Director,18.0,76979
24.0,Female,High School,Sales Representative,2.5,16298
29.0,Male,Bachelor's Degree,Manager,6.0,45784
27.0,Female,Master's Degree,Manager,4.0,57005
33.0,Male,PhD,Sales Director,18.0,106108
21.0,Female,High School,Sales Associate,0.0,23346
36.0,Male,Bachelor's Degree,Sales Manager,8.0,110707
23.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,91694
39.0,Female,Master's Degree,Senior Manager,7.5,125432
28.0,Male,Bachelor's Degree,Data Analyst,4.0,51004
31.0,Female,PhD,Senior Data Scientist,8.0,239338
35.0,Male,Bachelor's Degree,Senior Manager,12.0,141002
27.0,Female,Bachelor's Degree,Graphic Designer,2.0,28500
42.0,Male,Master's Degree,Lead Software Engineer,12.0,244878
29.0,Female,Bachelor's Degree,Marketing Specialist,3.0,36063
33.0,Male,Bachelor's Degree,Senior Manager,7.5,92943
24.0,Female,High School,Sales Representative,2.5,17445
30.0,Male,Master's Degree,Senior Data Analyst,6.0,79932
26.0,Female,Bachelor's Degree,Manager,3.0,29824
32.0,Male,PhD,Senior Data Scientist,10.0,199814
22.0,Female,High School,Receptionist,0.0,6600
37.0,Male,Bachelor's Degree,Director,18.0,246456
38.0,Female,Master's Degree,Director,14.0,555092
25.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,37594
29.0,Female,Bachelor's Degree,Marketing Specialist,3.0,20767
27.0,Male,Bachelor's Degree,Marketing Specialist,3.0,37699
34.0,Female,PhD,Senior Research Scientist,10.0,87945
26.0,Male,Bachelor's Degree,Junior Data Analyst,2.0,40582
31.0,Female,Master's Degree,Director,15.0,219572
25.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,34044
29.0,Female,Bachelor's Degree,Marketing Specialist,3.0,23530
27.0,Male,Bachelor's Degree,Marketing Specialist,3.0,36839
34.0,Female,PhD,Senior Research Scientist,10.0,85811
26.0,Male,Bachelor's Degree,Junior Data Analyst,2.0,36759
31.0,Female,Master's Degree,Director,15.0,236301
23.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,90709
39.0,Female,Master's Degree,Senior Manager,7.5,114121
28.0,Male,Bachelor's Degree,Data Analyst,4.0,49798
31.0,Female,PhD,Senior Data Scientist,8.0,234644
35.0,Male,Bachelor's Degree,Senior Manager,12.0,152931
27.0,Female,Bachelor's Degree,Graphic Designer,2.0,24722
42.0,Male,Master's Degree,Lead Software Engineer,12.0,229846
29.0,Female,Bachelor's Degree,Marketing Specialist,3.0,37308
33.0,Male,Bachelor's Degree,Senior Manager,7.5,96776
24.0,Female,High School,Sales Representative,2.5,19255
30.0,Male,Master's Degree,Senior Data Analyst,6.0,78549
26.0,Female,Bachelor's Degree,Manager,3.0,28705
32.0,Male,PhD,Senior Data Scientist,10.0,229674
22.0,Female,High School,Receptionist,0.0,6848
37.0,Male,Bachelor's Degree,Director,18.0,235366
38.0,Female,Master's Degree,Director,14.0,541766
25.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,34160
29.0,Female,Bachelor's Degree,Marketing Specialist,3.0,23867
27.0,Male,Bachelor's Degree,Marketing Specialist,3.0,41201
34.0,Female,PhD,Senior Research Scientist,10.0,89959
26.0,Male,Bachelor's Degree,Junior Data Analyst,2.0,41650
31.0,Female,Master's Degree,Director,15.0,203730
25.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,32440
29.0,Female,Bachelor's Degree,Marketing Specialist,3.0,21310
27.0,Male,Bachelor's Degree,Marketing Specialist,3.0,42225
34.0,Female,PhD,Senior Research Scientist,10.0,80848
26.0,Male,Bachelor's Degree,Junior Data Analyst,2.0,36909
31.0,Female,Master's Degree,Director,15.0,238037
23.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,93509
39.0,Female,Master's Degree,Senior Manager,7.5,133741
28.0,Male,Bachelor's Degree,Data Analyst,4.0,56197
31.0,Female,PhD,Senior Data Scientist,8.0,268277
35.0,Male,Bachelor's Degree,Senior Manager,12.0,143709
27.0,Female,Bachelor's Degree,Graphic Designer,2.0,25416
42.0,Male,Master's Degree,Lead Software Engineer,12.0,227091
29.0,Female,Bachelor's Degree,Marketing Specialist,3.0,40263
33.0,Male,Bachelor's Degree,Senior Manager,7.5,91188
24.0,Female,High School,Sales Representative,2.5,17385
30.0,Male,Master's Degree,Senior Data Analyst,6.0,92505
26.0,Female,Bachelor's Degree,Manager,3.0,33931
32.0,Male,PhD,Senior Data Scientist,10.0,215625
22.0,Female,High School,Receptionist,0.0,6939
37.0,Male,Bachelor's Degree,Director,18.0,214740
38.0,Female,Master's Degree,Director,14.0,538147
25.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,36403
29.0,Female,Bachelor's Degree,Marketing Specialist,3.0,23348
27.0,Male,Bachelor's Degree,Marketing Specialist,3.0,39667
34.0,Female,PhD,Senior Research Scientist,10.0,91079
26.0,Male,Bachelor's Degree,Junior Data Analyst,2.0,39876
31.0,Female,Master's Degree,Director,15.0,246270
25.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,36667
29.0,Female,Bachelor's Degree,Marketing Specialist,3.0,20681
27.0,Male,Bachelor's Degree,Marketing Specialist,3.0,43299
34.0,Female,PhD,Senior Research Scientist,10.0,82005
26.0,Male,Bachelor's Degree,Junior Data Analyst,2.0,42598
31.0,Female,Master's Degree,Director,15.0,220394
23.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,88172
39.0,Female,Master's Degree,Senior Manager,7.5,110907
28.0,Male,Bachelor's Degree,Data Analyst,4.0,58788
31.0,Female,PhD,Senior Data Scientist,8.0,228479
35.0,Male,Bachelor's Degree,Senior Manager,12.0,163982
27.0,Female,Bachelor's Degree,Graphic Designer,2.0,29594
42.0,Male,Master's Degree,Lead Software Engineer,12.0,242181
29.0,Female,Bachelor's Degree,Marketing Specialist,3.0,42636
33.0,Male,Bachelor's Degree,Senior Manager,7.5,88963
24.0,Female,High School,Sales Representative,2.5,16478
30.0,Male,Master's Degree,Senior Data Analyst,6.0,86887
26.0,Female,Bachelor's Degree,Manager,3.0,29052
32.0,Male,PhD,Senior Data Scientist,10.0,219669
22.0,Female,High School,Receptionist,0.0,6747
37.0,Male,Bachelor's Degree,Director,18.0,252085
38.0,Female,Master's Degree,Director,14.0,538820
25.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,36548
29.0,Female,Bachelor's Degree,Marketing Specialist,3.0,22521
27.0,Male,Bachelor's Degree,Marketing Specialist,3.0,37536
34.0,Female,PhD,Senior Research Scientist,10.0,88275
26.0,Male,Bachelor's Degree,Junior Data Analyst,2.0,38652
31.0,Female,Master's Degree,Director,15.0,234943
25.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,34291
29.0,Female,Bachelor's Degree,Marketing Specialist,3.0,22963
27.0,Male,Bachelor's Degree,Marketing Specialist,3.0,41075
34.0,Female,PhD,Senior Research Scientist,10.0,75824
26.0,Male,Bachelor's Degree,Junior Data Analyst,2.0,40950
31.0,Female,Master's Degree,Director,15.0,242160
23.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,84490
39.0,Female,Master's Degree,Senior Manager,7.5,121209
28.0,Male,Bachelor's Degree,Data Analyst,4.0,57153
31.0,Female,PhD,Senior Data Scientist,8.0,247228
35.0,Male,Bachelor's Degree,Senior Manager,12.0,146266
